year,month,day,hour,PM_US Post
2014,5,27,5,40
2014,5,27,6,94
2014,5,27,7,102
2014,5,27,8,100
2014,5,27,9,26
2014,5,27,10,19
2014,5,27,11,13
2014,5,27,12,17
2014,5,27,13,12
2014,5,27,14,16
2014,5,27,15,12
2014,5,27,16,13
2014,5,27,17,12
2014,5,27,18,14
2014,5,27,19,11
2014,5,27,20,8
2014,5,27,21,17
2014,5,27,22,13
2014,5,27,23,12
2014,5,28,0,13
2014,5,28,1,19
2014,5,28,2,27
2014,5,28,3,27
2014,5,28,4,38
2014,5,28,5,44
2014,5,28,6,44
2014,5,28,7,43
2014,5,28,8,49
2014,5,28,9,35
2014,5,28,10,18
2014,5,28,11,15
2014,5,28,12,21
2014,5,28,13,29
2014,5,28,14,21
2014,5,28,15,34
2014,5,28,16,32
2014,5,28,17,24
2014,5,28,18,32
2014,5,28,19,32
2014,5,28,20,34
2014,5,28,21,39
2014,5,28,22,40
2014,5,28,23,44
2014,5,29,0,38
2014,5,29,1,38
2014,5,29,2,42
2014,5,29,3,44
2014,5,29,4,54
2014,5,29,5,62
2014,5,29,6,78
2014,5,29,7,77
2014,5,29,8,75
2014,5,29,9,67
2014,5,29,10,52
2014,5,29,11,41
2014,5,29,12,29
2014,5,29,13,21
2014,5,29,14,19
2014,5,29,15,8
2014,5,29,16,14
2014,5,29,17,30
2014,5,29,18,29
2014,5,29,19,38
2014,5,29,20,63
2014,5,29,21,63
2014,5,29,22,63
2014,5,29,23,79
2014,5,30,0,71
2014,5,30,1,96
2014,5,30,2,102
2014,5,30,3,113
2014,5,30,4,73
2014,5,30,5,67
2014,5,30,6,67
2014,5,30,7,88
2014,5,30,8,85
2014,5,30,9,88
2014,5,30,10,104
2014,5,30,11,100
2014,5,30,12,99
2014,5,30,13,100
2014,5,30,14,107
2014,5,30,15,104
2014,5,30,16,90
2014,5,30,17,100
2014,5,30,18,99
2014,5,30,19,95
2014,5,30,20,97
2014,5,30,21,90
2014,5,30,22,76
2014,5,30,23,72
2014,5,31,0,81
2014,5,31,1,84
2014,5,31,2,90
2014,5,31,3,96
2014,5,31,4,115
2014,5,31,5,115
2014,5,31,6,108
2014,5,31,7,125
2014,5,31,8,123
2014,5,31,9,127
2014,5,31,10,132
2014,5,31,11,125
2014,5,31,12,119
2014,5,31,13,127
2014,5,31,14,139
2014,5,31,15,134
2014,5,31,16,131
2014,5,31,17,135
2014,5,31,18,137
2014,5,31,19,143
2014,5,31,20,140
2014,5,31,21,86
2014,5,31,22,83
2014,5,31,23,83
2014,6,1,0,68
2014,6,1,1,53
2014,6,1,2,52
2014,6,1,3,46
2014,6,1,4,49
2014,6,1,5,59
2014,6,1,6,52
2014,6,1,7,43
2014,6,1,8,46
2014,6,1,9,40
2014,6,1,10,32
2014,6,1,11,29
2014,6,1,12,33
2014,6,1,13,37
2014,6,1,14,37
2014,6,1,15,62
2014,6,1,16,80
2014,6,1,17,62
2014,6,1,18,53
2014,6,1,19,59
2014,6,1,20,51
2014,6,1,21,60
2014,6,1,22,59
2014,6,1,23,55
2014,6,2,0,49
2014,6,2,1,52
2014,6,2,2,55
2014,6,2,3,24
2014,6,2,4,21
2014,6,2,5,18
2014,6,2,6,25
2014,6,2,7,25
2014,6,2,8,18
2014,6,2,9,18
2014,6,2,10,24
2014,6,2,11,20
2014,6,2,12,31
2014,6,2,13,31
2014,6,2,14,28
2014,6,2,15,31
2014,6,2,16,28
2014,6,2,17,34
2014,6,2,18,32
2014,6,2,19,44
2014,6,2,20,46
2014,6,2,21,43
2014,6,2,22,48
2014,6,2,23,57
2014,6,3,0,53
2014,6,3,1,64
2014,6,3,2,52
2014,6,3,3,37
2014,6,3,4,35
2014,6,3,5,39
2014,6,3,6,31
2014,6,3,7,29
2014,6,3,8,28
2014,6,3,9,32
2014,6,3,10,33
2014,6,3,11,25
2014,6,3,12,30
2014,6,3,13,28
2014,6,3,14,36
2014,6,3,15,43
2014,6,3,16,43
2014,6,3,17,54
2014,6,3,18,56
2014,6,3,19,45
2014,6,3,20,48
2014,6,3,21,57
2014,6,3,22,50
2014,6,3,23,47
2014,6,4,0,48
2014,6,4,1,62
2014,6,4,2,77
2014,6,4,3,83
2014,6,4,4,87
2014,6,4,5,88
2014,6,4,6,107
2014,6,4,7,88
2014,6,4,8,88
2014,6,4,9,79
2014,6,4,10,60
2014,6,4,11,48
2014,6,4,12,38
2014,6,4,13,42
2014,6,4,14,47
2014,6,4,15,53
2014,6,4,16,52
2014,6,4,17,51
2014,6,4,18,53
2014,6,4,19,51
2014,6,4,20,54
2014,6,4,21,54
2014,6,4,22,54
2014,6,4,23,56
2014,6,5,0,53
2014,6,5,1,57
2014,6,5,2,80
2014,6,5,3,84
2014,6,5,4,90
2014,6,5,5,95
2014,6,5,6,108
2014,6,5,7,102
2014,6,5,8,90
2014,6,5,9,76
2014,6,5,10,54
2014,6,5,11,43
2014,6,5,12,43
2014,6,5,13,45
2014,6,5,14,43
2014,6,5,15,49
2014,6,5,16,56
2014,6,5,17,55
2014,6,5,18,59
2014,6,5,19,60
2014,6,5,20,68
2014,6,5,21,70
2014,6,5,22,81
2014,6,5,23,89
2014,6,6,0,90
2014,6,6,1,108
2014,6,6,2,109
2014,6,6,3,106
2014,6,6,4,96
2014,6,6,5,82
2014,6,6,6,87
2014,6,6,7,101
2014,6,6,8,99
2014,6,6,9,104
2014,6,6,10,101
2014,6,6,11,88
2014,6,6,12,9
2014,6,6,13,9
2014,6,6,14,6
2014,6,6,15,6
2014,6,6,16,7
2014,6,6,17,7
2014,6,6,18,9
2014,6,6,19,10
2014,6,6,20,12
2014,6,6,21,10
2014,6,6,22,17
2014,6,6,23,14
2014,6,7,0,24
2014,6,7,1,25
2014,6,7,2,19
2014,6,7,3,17
2014,6,7,4,14
2014,6,7,5,8
2014,6,7,6,6
2014,6,7,7,6
2014,6,7,8,5
2014,6,7,9,4
2014,6,7,10,3
2014,6,7,11,3
2014,6,7,12,5
2014,6,7,13,5
2014,6,7,14,5
2014,6,7,15,7
2014,6,7,16,6
2014,6,7,17,9
2014,6,7,18,8
2014,6,7,19,19
2014,6,7,20,26
2014,6,7,21,26
2014,6,7,22,38
2014,6,7,23,30
2014,6,8,0,69
2014,6,8,1,45
2014,6,8,2,33
2014,6,8,3,24
2014,6,8,4,29
2014,6,8,5,25
2014,6,8,6,26
2014,6,8,7,25
2014,6,8,8,45
2014,6,8,9,58
2014,6,8,10,59
2014,6,8,11,48
2014,6,8,12,45
2014,6,8,13,48
2014,6,8,14,43
2014,6,8,15,11
2014,6,8,16,11
2014,6,8,17,19
2014,6,8,18,25
2014,6,8,19,30
2014,6,8,20,44
2014,6,8,21,38
2014,6,8,22,33
2014,6,8,23,36
2014,6,9,0,35
2014,6,9,1,19
2014,6,9,2,13
2014,6,9,3,9
2014,6,9,4,15
2014,6,9,5,13
2014,6,9,6,14
2014,6,9,7,30
2014,6,9,8,40
2014,6,9,9,42
2014,6,9,10,41
2014,6,9,11,32
2014,6,9,12,32
2014,6,9,13,25
2014,6,9,14,17
2014,6,9,15,32
2014,6,9,16,20
2014,6,9,17,15
2014,6,9,18,33
2014,6,9,19,19
2014,6,9,20,22
2014,6,9,21,31
2014,6,9,22,49
2014,6,9,23,52
2014,6,10,0,59
2014,6,10,1,67
2014,6,10,2,62
2014,6,10,3,58
2014,6,10,4,50
2014,6,10,5,71
2014,6,10,6,76
2014,6,10,7,82
2014,6,10,8,83
2014,6,10,9,99
2014,6,10,10,78
2014,6,10,11,80
2014,6,10,12,77
2014,6,10,13,79
2014,6,10,14,79
2014,6,10,15,59
2014,6,10,16,75
2014,6,10,17,94
2014,6,10,18,88
2014,6,10,19,88
2014,6,10,20,85
2014,6,10,21,87
2014,6,10,22,94
2014,6,10,23,103
2014,6,11,0,101
2014,6,11,1,114
2014,6,11,2,123
2014,6,11,3,122
2014,6,11,4,96
2014,6,11,5,51
2014,6,11,6,23
2014,6,11,7,59
2014,6,11,8,43
2014,6,11,9,13
2014,6,11,10,13
2014,6,11,11,16
2014,6,11,12,13
2014,6,11,13,12
2014,6,11,14,18
2014,6,11,15,16
2014,6,11,16,15
2014,6,11,17,20
2014,6,11,18,17
2014,6,11,19,19
2014,6,11,20,40
2014,6,11,21,44
2014,6,11,22,33
2014,6,11,23,33
2014,6,12,0,37
2014,6,12,1,37
2014,6,12,2,50
2014,6,12,3,51
2014,6,12,4,39
2014,6,12,5,28
2014,6,12,6,35
2014,6,12,7,31
2014,6,12,8,31
2014,6,12,9,27
2014,6,12,10,23
2014,6,12,11,18
2014,6,12,12,16
2014,6,12,13,12
2014,6,12,14,14
2014,6,12,15,14
2014,6,12,16,10
2014,6,12,17,20
2014,6,12,18,30
2014,6,12,19,40
2014,6,12,20,44
2014,6,12,21,38
2014,6,12,22,50
2014,6,12,23,64
2014,6,13,0,99
2014,6,13,1,110
2014,6,13,2,105
2014,6,13,3,108
2014,6,13,4,121
2014,6,13,5,126
2014,6,13,6,103
2014,6,13,7,78
2014,6,13,8,93
2014,6,13,9,49
2014,6,13,10,29
2014,6,13,11,25
2014,6,13,12,34
2014,6,13,13,39
2014,6,13,14,41
2014,6,13,15,48
2014,6,13,16,49
2014,6,13,17,19
2014,6,13,18,14
2014,6,13,19,24
2014,6,13,20,22
2014,6,13,21,30
2014,6,13,22,30
2014,6,13,23,37
2014,6,14,0,35
2014,6,14,1,39
2014,6,14,2,38
2014,6,14,3,35
2014,6,14,4,29
2014,6,14,5,28
2014,6,14,6,18
2014,6,14,7,25
2014,6,14,8,34
2014,6,14,9,24
2014,6,14,10,23
2014,6,14,11,30
2014,6,14,12,35
2014,6,14,13,46
2014,6,14,14,47
2014,6,14,15,39
2014,6,14,16,50
2014,6,14,17,54
2014,6,14,18,59
2014,6,14,19,58
2014,6,14,20,70
2014,6,14,21,90
2014,6,14,22,106
2014,6,14,23,128
2014,6,15,0,118
2014,6,15,1,111
2014,6,15,2,131
2014,6,15,3,153
2014,6,15,4,169
2014,6,15,5,161
2014,6,15,6,141
2014,6,15,7,117
2014,6,15,8,117
2014,6,15,9,101
2014,6,15,10,94
2014,6,15,11,89
2014,6,15,12,82
2014,6,15,13,105
2014,6,15,14,130
2014,6,15,15,161
2014,6,15,16,156
2014,6,15,17,100
2014,6,15,18,62
2014,6,15,19,84
2014,6,15,20,61
2014,6,15,21,80
2014,6,15,22,113
2014,6,15,23,140
2014,6,16,0,134
2014,6,16,1,117
2014,6,16,2,112
2014,6,16,3,130
2014,6,16,4,148
2014,6,16,5,162
2014,6,16,6,169
2014,6,16,7,164
2014,6,16,8,169
2014,6,16,9,155
2014,6,16,10,178
2014,6,16,11,191
2014,6,16,12,196
2014,6,16,13,138
2014,6,16,14,132
2014,6,16,15,105
2014,6,16,16,111
2014,6,16,17,96
2014,6,16,18,105
2014,6,16,19,108
2014,6,16,20,111
2014,6,16,21,103
2014,6,16,22,114
2014,6,16,23,176
2014,6,17,0,221
2014,6,17,1,225
2014,6,17,2,84
2014,6,17,3,13
2014,6,17,4,20
2014,6,17,5,28
2014,6,17,6,29
2014,6,17,7,24
2014,6,17,8,32
2014,6,17,9,40
2014,6,17,10,47
2014,6,17,11,49
2014,6,17,12,77
2014,6,17,13,103
2014,6,17,14,119
2014,6,17,15,132
2014,6,17,16,148
2014,6,17,17,38
2014,6,17,18,60
2014,6,17,19,76
2014,6,17,20,56
2014,6,17,21,62
2014,6,17,22,63
2014,6,17,23,75
2014,6,18,0,67
2014,6,18,1,74
2014,6,18,2,71
2014,6,18,3,76
2014,6,18,4,79
2014,6,18,5,82
2014,6,18,6,53
2014,6,18,7,46
2014,6,18,8,46
2014,6,18,9,45
2014,6,18,10,24
2014,6,18,11,11
2014,6,18,12,22
2014,6,18,13,36
2014,6,18,14,47
2014,6,18,15,88
2014,6,18,16,100
2014,6,18,17,83
2014,6,18,18,77
2014,6,18,19,80
2014,6,18,20,108
2014,6,18,21,121
2014,6,18,22,144
2014,6,18,23,143
2014,6,19,0,151
2014,6,19,1,153
2014,6,19,2,146
2014,6,19,3,141
2014,6,19,4,151
2014,6,19,5,158
2014,6,19,6,119
2014,6,19,7,137
2014,6,19,8,191
2014,6,19,9,200
2014,6,19,10,200
2014,6,19,11,181
2014,6,19,12,116
2014,6,19,13,106
2014,6,19,14,114
2014,6,19,15,109
2014,6,19,16,87
2014,6,19,17,65
2014,6,19,18,71
2014,6,19,19,79
2014,6,19,20,73
2014,6,19,21,72
2014,6,19,22,74
2014,6,19,23,78
2014,6,20,0,89
2014,6,20,1,86
2014,6,20,2,59
2014,6,20,3,39
2014,6,20,4,48
2014,6,20,5,41
2014,6,20,6,63
2014,6,20,7,59
2014,6,20,8,35
2014,6,20,9,22
2014,6,20,10,13
2014,6,20,11,19
2014,6,20,12,12
2014,6,20,13,10
2014,6,20,14,11
2014,6,20,15,17
2014,6,20,16,20
2014,6,20,17,20
2014,6,20,18,38
2014,6,20,19,61
2014,6,20,20,94
2014,6,20,21,89
2014,6,20,22,82
2014,6,20,23,74
2014,6,21,0,70
2014,6,21,1,70
2014,6,21,2,71
2014,6,21,3,76
2014,6,21,4,72
2014,6,21,5,60
2014,6,21,6,64
2014,6,21,7,73
2014,6,21,8,70
2014,6,21,9,74
2014,6,21,10,57
2014,6,21,11,62
2014,6,21,12,61
2014,6,21,13,54
2014,6,21,14,51
2014,6,21,15,53
2014,6,21,16,57
2014,6,21,17,66
2014,6,21,18,66
2014,6,21,19,15
2014,6,21,20,18
2014,6,21,21,18
2014,6,21,22,15
2014,6,21,23,16
2014,6,22,0,18
2014,6,22,1,23
2014,6,22,2,23
2014,6,22,3,23
2014,6,22,4,15
2014,6,22,5,18
2014,6,22,6,20
2014,6,22,7,38
2014,6,22,8,51
2014,6,22,9,49
2014,6,22,10,51
2014,6,22,11,40
2014,6,22,12,50
2014,6,22,13,50
2014,6,22,14,38
2014,6,22,15,36
2014,6,22,16,41
2014,6,22,17,34
2014,6,22,18,13
2014,6,22,19,29
2014,6,22,20,34
2014,6,22,21,39
2014,6,22,22,42
2014,6,22,23,36
2014,6,23,0,31
2014,6,23,1,25
2014,6,23,2,27
2014,6,23,3,23
2014,6,23,4,21
2014,6,23,5,25
2014,6,23,6,18
2014,6,23,7,18
2014,6,23,8,15
2014,6,23,9,19
2014,6,23,10,8
2014,6,23,11,16
2014,6,23,12,17
2014,6,23,13,18
2014,6,23,14,17
2014,6,23,15,16
2014,6,23,16,26
2014,6,23,17,24
2014,6,23,18,28
2014,6,23,19,27
2014,6,23,20,34
2014,6,23,21,28
2014,6,23,22,29
2014,6,23,23,43
2014,6,24,0,44
2014,6,24,1,50
2014,6,24,2,59
2014,6,24,3,66
2014,6,24,4,66
2014,6,24,5,66
2014,6,24,6,63
2014,6,24,7,64
2014,6,24,8,68
2014,6,24,9,64
2014,6,24,10,50
2014,6,24,11,47
2014,6,24,12,37
2014,6,24,13,40
2014,6,24,14,47
2014,6,24,15,54
2014,6,24,16,48
2014,6,24,17,47
2014,6,24,18,41
2014,6,24,19,50
2014,6,24,20,57
2014,6,24,21,64
2014,6,24,22,54
2014,6,24,23,52
2014,6,25,0,54
2014,6,25,1,62
2014,6,25,2,58
2014,6,25,3,69
2014,6,25,4,77
2014,6,25,5,89
2014,6,25,6,90
2014,6,25,7,86
2014,6,25,8,74
2014,6,25,9,74
2014,6,25,10,75
2014,6,25,11,85
2014,6,25,12,93
2014,6,25,13,96
2014,6,25,14,109
2014,6,25,15,98
2014,6,25,16,113
2014,6,25,17,128
2014,6,25,18,117
2014,6,25,19,116
2014,6,25,20,127
2014,6,25,21,133
2014,6,25,22,150
2014,6,25,23,159
2014,6,26,0,185
2014,6,26,1,178
2014,6,26,2,193
2014,6,26,3,191
2014,6,26,4,199
2014,6,26,5,196
2014,6,26,6,190
2014,6,26,7,168
2014,6,26,8,128
2014,6,26,9,100
2014,6,26,10,91
2014,6,26,11,87
2014,6,26,12,73
2014,6,26,13,62
2014,6,26,14,66
2014,6,26,15,106
2014,6,26,16,95
2014,6,26,17,93
2014,6,26,18,75
2014,6,26,19,62
2014,6,26,20,61
2014,6,26,21,68
2014,6,26,22,75
2014,6,26,23,62
2014,6,27,0,31
2014,6,27,1,39
2014,6,27,2,46
2014,6,27,3,17
2014,6,27,4,6
2014,6,27,5,4
2014,6,27,6,4
2014,6,27,7,15
2014,6,27,8,10
2014,6,27,9,16
2014,6,27,10,7
2014,6,27,11,11
2014,6,27,12,12
2014,6,27,13,7
2014,6,27,14,10
2014,6,27,15,11
2014,6,27,16,13
2014,6,27,17,13
2014,6,27,18,11
2014,6,27,19,18
2014,6,27,20,27
2014,6,27,21,32
2014,6,27,22,25
2014,6,27,23,28
2014,6,28,0,22
2014,6,28,1,35
2014,6,28,2,32
2014,6,28,3,28
2014,6,28,4,22
2014,6,28,5,17
2014,6,28,6,26
2014,6,28,7,24
2014,6,28,8,17
2014,6,28,9,16
2014,6,28,10,13
2014,6,28,11,14
2014,6,28,12,9
2014,6,28,13,15
2014,6,28,14,15
2014,6,28,15,15
2014,6,28,16,6
2014,6,28,17,15
2014,6,28,18,15
2014,6,28,19,26
2014,6,28,20,21
2014,6,28,21,25
2014,6,28,22,28
2014,6,28,23,30
2014,6,29,0,54
2014,6,29,1,43
2014,6,29,2,32
2014,6,29,3,37
2014,6,29,4,30
2014,6,29,5,26
2014,6,29,6,50
2014,6,29,7,77
2014,6,29,8,45
2014,6,29,9,36
2014,6,29,10,48
2014,6,29,11,60
2014,6,29,12,48
2014,6,29,13,59
2014,6,29,14,61
2014,6,29,15,59
2014,6,29,16,31
2014,6,29,17,39
2014,6,29,18,33
2014,6,29,19,62
2014,6,29,20,59
2014,6,29,21,66
2014,6,29,22,69
2014,6,29,23,70
2014,6,30,0,67
2014,6,30,1,59
2014,6,30,2,68
2014,6,30,3,84
2014,6,30,4,104
2014,6,30,5,94
2014,6,30,6,80
2014,6,30,7,65
2014,6,30,8,61
2014,6,30,9,64
2014,6,30,10,71
2014,6,30,11,93
2014,6,30,12,104
2014,6,30,13,95
2014,6,30,14,74
2014,6,30,15,72
2014,6,30,16,51
2014,6,30,17,54
2014,6,30,18,40
2014,6,30,19,45
2014,6,30,20,51
2014,6,30,21,59
2014,6,30,22,57
2014,6,30,23,59
2014,7,1,0,58
2014,7,1,1,59
2014,7,1,2,63
2014,7,1,3,76
2014,7,1,4,86
2014,7,1,5,100
2014,7,1,6,108
2014,7,1,7,108
2014,7,1,8,101
2014,7,1,9,105
2014,7,1,10,105
2014,7,1,11,102
2014,7,1,12,116
2014,7,1,13,124
2014,7,1,14,122
2014,7,1,15,122
2014,7,1,16,121
2014,7,1,17,141
2014,7,1,18,163
2014,7,1,19,168
2014,7,1,20,149
2014,7,1,21,66
2014,7,1,22,48
2014,7,1,23,27
2014,7,2,0,30
2014,7,2,1,34
2014,7,2,2,43
2014,7,2,3,45
2014,7,2,4,65
2014,7,2,5,59
2014,7,2,6,58
2014,7,2,7,57
2014,7,2,8,52
2014,7,2,9,33
2014,7,2,10,50
2014,7,2,11,56
2014,7,2,12,64
2014,7,2,13,66
2014,7,2,14,72
2014,7,2,15,78
2014,7,2,16,78
2014,7,2,17,84
2014,7,2,18,98
2014,7,2,19,110
2014,7,2,20,114
2014,7,2,21,101
2014,7,2,22,111
2014,7,2,23,110
2014,7,3,0,134
2014,7,3,1,169
2014,7,3,2,190
2014,7,3,3,214
2014,7,3,4,239
2014,7,3,5,250
2014,7,3,6,259
2014,7,3,7,263
2014,7,3,8,280
2014,7,3,9,277
2014,7,3,10,274
2014,7,3,11,256
2014,7,3,12,232
2014,7,3,13,212
2014,7,3,14,177
2014,7,3,15,175
2014,7,3,16,167
2014,7,3,17,161
2014,7,3,18,150
2014,7,3,19,153
2014,7,3,20,206
2014,7,3,21,237
2014,7,3,22,250
2014,7,3,23,295
2014,7,4,0,291
2014,7,4,1,299
2014,7,4,2,303
2014,7,4,3,293
2014,7,4,4,281
2014,7,4,5,259
2014,7,4,6,226
2014,7,4,7,201
2014,7,4,8,185
2014,7,4,9,153
2014,7,4,10,145
2014,7,4,11,152
2014,7,4,12,137
2014,7,4,13,137
2014,7,4,14,139
2014,7,4,15,178
2014,7,4,16,200
2014,7,4,17,213
2014,7,4,18,148
2014,7,4,19,194
2014,7,4,20,172
2014,7,4,21,151
2014,7,4,22,156
2014,7,4,23,168
2014,7,5,0,172
2014,7,5,1,174
2014,7,5,2,169
2014,7,5,3,158
2014,7,5,4,152
2014,7,5,5,149
2014,7,5,6,148
2014,7,5,7,125
2014,7,5,8,112
2014,7,5,9,105
2014,7,5,10,114
2014,7,5,11,96
2014,7,5,12,80
2014,7,5,13,71
2014,7,5,14,67
2014,7,5,15,74
2014,7,5,16,70
2014,7,5,17,77
2014,7,5,18,77
2014,7,5,19,91
2014,7,5,20,107
2014,7,5,21,157
2014,7,5,22,184
2014,7,5,23,182
2014,7,6,0,207
2014,7,6,1,233
2014,7,6,2,212
2014,7,6,3,209
2014,7,6,4,237
2014,7,6,5,252
2014,7,6,6,233
2014,7,6,7,240
2014,7,6,8,218
2014,7,6,9,217
2014,7,6,10,196
2014,7,6,11,180
2014,7,6,12,157
2014,7,6,13,153
2014,7,6,14,153
2014,7,6,15,150
2014,7,6,16,158
2014,7,6,17,168
2014,7,6,18,167
2014,7,6,19,184
2014,7,6,20,194
2014,7,6,21,181
2014,7,6,22,153
2014,7,6,23,139
2014,7,7,0,133
2014,7,7,1,130
2014,7,7,2,116
2014,7,7,3,114
2014,7,7,4,99
2014,7,7,5,94
2014,7,7,6,84
2014,7,7,7,80
2014,7,7,8,80
2014,7,7,9,88
2014,7,7,10,103
2014,7,7,11,132
2014,7,7,12,151
2014,7,7,13,165
2014,7,7,14,182
2014,7,7,15,191
2014,7,7,16,193
2014,7,7,17,192
2014,7,7,18,189
2014,7,7,19,188
2014,7,7,20,223
2014,7,7,21,239
2014,7,7,22,235
2014,7,7,23,196
2014,7,8,0,180
2014,7,8,1,192
2014,7,8,2,187
2014,7,8,3,164
2014,7,8,4,156
2014,7,8,5,163
2014,7,8,6,144
2014,7,8,7,137
2014,7,8,8,131
2014,7,8,9,115
2014,7,8,10,68
2014,7,8,11,26
2014,7,8,12,16
2014,7,8,13,15
2014,7,8,14,10
2014,7,8,15,13
2014,7,8,16,11
2014,7,8,17,8
2014,7,8,18,10
2014,7,8,19,16
2014,7,8,20,49
2014,7,8,21,45
2014,7,8,22,42
2014,7,8,23,55
2014,7,9,0,53
2014,7,9,1,85
2014,7,9,2,37
2014,7,9,3,19
2014,7,9,4,21
2014,7,9,5,16
2014,7,9,6,17
2014,7,9,7,17
2014,7,9,8,16
2014,7,9,9,11
2014,7,9,10,11
2014,7,9,11,14
2014,7,9,12,9
2014,7,9,13,8
2014,7,9,14,10
2014,7,9,15,14
2014,7,9,16,14
2014,7,9,17,22
2014,7,9,18,32
2014,7,9,19,36
2014,7,9,20,29
2014,7,9,21,31
2014,7,9,22,35
2014,7,9,23,34
2014,7,10,0,28
2014,7,10,1,52
2014,7,10,2,70
2014,7,10,3,52
2014,7,10,4,39
2014,7,10,5,31
2014,7,10,6,25
2014,7,10,7,25
2014,7,10,8,28
2014,7,10,9,28
2014,7,10,10,25
2014,7,10,11,15
2014,7,10,12,17
2014,7,10,13,18
2014,7,10,14,35
2014,7,10,15,17
2014,7,10,16,17
2014,7,10,17,18
2014,7,10,18,24
2014,7,10,19,28
2014,7,10,20,31
2014,7,10,21,40
2014,7,10,22,42
2014,7,10,23,48
2014,7,11,0,52
2014,7,11,1,53
2014,7,11,2,58
2014,7,11,3,58
2014,7,11,4,64
2014,7,11,5,61
2014,7,11,6,41
2014,7,11,7,35
2014,7,11,8,18
2014,7,11,9,11
2014,7,11,10,13
2014,7,11,11,12
2014,7,11,12,9
2014,7,11,13,9
2014,7,11,14,16
2014,7,11,15,13
2014,7,11,16,16
2014,7,11,17,9
2014,7,11,18,18
2014,7,11,19,28
2014,7,11,20,32
2014,7,11,21,33
2014,7,11,22,35
2014,7,11,23,46
2014,7,12,0,19
2014,7,12,1,21
2014,7,12,2,9
2014,7,12,3,12
2014,7,12,4,9
2014,7,12,5,10
2014,7,12,6,12
2014,7,12,7,10
2014,7,12,8,10
2014,7,12,9,9
2014,7,12,10,7
2014,7,12,11,6
2014,7,12,12,3
2014,7,12,13,4
2014,7,12,14,5
2014,7,12,15,3
2014,7,12,16,3
2014,7,12,17,12
2014,7,12,18,17
2014,7,12,19,16
2014,7,12,20,19
2014,7,12,21,22
2014,7,12,22,20
2014,7,12,23,36
2014,7,13,0,35
2014,7,13,1,30
2014,7,13,2,13
2014,7,13,3,19
2014,7,13,4,20
2014,7,13,5,18
2014,7,13,6,17
2014,7,13,7,17
2014,7,13,8,10
2014,7,13,9,13
2014,7,13,10,13
2014,7,13,11,10
2014,7,13,12,10
2014,7,13,13,12
2014,7,13,14,11
2014,7,13,15,9
2014,7,13,16,20
2014,7,13,17,21
2014,7,13,18,20
2014,7,13,19,26
2014,7,13,20,35
2014,7,13,21,58
2014,7,13,22,45
2014,7,13,23,50
2014,7,14,0,58
2014,7,14,1,44
2014,7,14,2,46
2014,7,14,3,31
2014,7,14,4,23
2014,7,14,5,21
2014,7,14,6,24
2014,7,14,7,19
2014,7,14,8,22
2014,7,14,9,18
2014,7,14,10,19
2014,7,14,11,21
2014,7,14,12,22
2014,7,14,13,29
2014,7,14,14,36
2014,7,14,15,39
2014,7,14,16,36
2014,7,14,17,42
2014,7,14,18,38
2014,7,14,19,36
2014,7,14,20,30
2014,7,14,21,15
2014,7,14,22,19
2014,7,14,23,30
2014,7,15,0,60
2014,7,15,1,40
2014,7,15,2,29
2014,7,15,3,35
2014,7,15,4,40
2014,7,15,5,42
2014,7,15,6,37
2014,7,15,7,44
2014,7,15,8,49
2014,7,15,9,50
2014,7,15,10,52
2014,7,15,11,50
2014,7,15,12,52
2014,7,15,13,50
2014,7,15,14,55
2014,7,15,15,57
2014,7,15,16,45
2014,7,15,17,51
2014,7,15,18,49
2014,7,15,19,54
2014,7,15,20,62
2014,7,15,21,73
2014,7,15,22,81
2014,7,15,23,93
2014,7,16,0,108
2014,7,16,1,112
2014,7,16,2,113
2014,7,16,3,85
2014,7,16,4,90
2014,7,16,5,85
2014,7,16,6,121
2014,7,16,7,130
2014,7,16,8,133
2014,7,16,9,148
2014,7,16,10,160
2014,7,16,11,159
2014,7,16,12,172
2014,7,16,13,142
2014,7,16,14,146
2014,7,16,15,134
2014,7,16,16,111
2014,7,16,17,90
2014,7,16,18,60
2014,7,16,19,60
2014,7,16,20,70
2014,7,16,21,80
2014,7,16,22,74
2014,7,16,23,64
2014,7,17,0,82
2014,7,17,1,111
2014,7,17,2,112
2014,7,17,3,128
2014,7,17,4,126
2014,7,17,5,147
2014,7,17,6,135
2014,7,17,7,142
2014,7,17,8,144
2014,7,17,9,142
2014,7,17,10,139
2014,7,17,11,129
2014,7,17,12,132
2014,7,17,13,130
2014,7,17,14,162
2014,7,17,15,162
2014,7,17,16,163
2014,7,17,17,152
2014,7,17,18,150
2014,7,17,19,160
2014,7,17,20,172
2014,7,17,21,188
2014,7,17,22,195
2014,7,17,23,220
2014,7,18,0,191
2014,7,18,1,154
2014,7,18,2,158
2014,7,18,3,131
2014,7,18,4,128
2014,7,18,5,123
2014,7,18,6,112
2014,7,18,7,122
2014,7,18,8,113
2014,7,18,9,109
2014,7,18,10,120
2014,7,18,11,125
2014,7,18,12,127
2014,7,18,13,143
2014,7,18,14,109
2014,7,18,15,96
2014,7,18,16,80
2014,7,18,17,96
2014,7,18,18,106
2014,7,18,19,103
2014,7,18,20,84
2014,7,18,21,80
2014,7,18,22,81
2014,7,18,23,87
2014,7,19,0,69
2014,7,19,1,73
2014,7,19,2,72
2014,7,19,3,77
